subject_id,emotion,window_id,window_start_sec,window_end_sec,window_size_sec,overlap_sec,label_valence,label_arousal,TEMP_vg_edges,TEMP_vg_density,TEMP_vg_degree_mean,TEMP_vg_degree_std,TEMP_vg_degree_min,TEMP_vg_degree_max,TEMP_vg_degree_median,TEMP_vg_degree_entropy,TEMP_vg_clustering_mean,TEMP_vg_transitivity,TEMP_vg_avg_path_length,TEMP_vg_diameter,TEMP_vg_betweenness_mean,TEMP_vg_betweenness_std,TEMP_vg_closeness_mean,TEMP_vg_closeness_std,EDA_vg_edges,EDA_vg_density,EDA_vg_degree_mean,EDA_vg_degree_std,EDA_vg_degree_min,EDA_vg_degree_max,EDA_vg_degree_median,EDA_vg_degree_entropy,EDA_vg_clustering_mean,EDA_vg_transitivity,EDA_vg_avg_path_length,EDA_vg_diameter,EDA_vg_betweenness_mean,EDA_vg_betweenness_std,EDA_vg_closeness_mean,EDA_vg_closeness_std,BVP_vg_edges,BVP_vg_density,BVP_vg_degree_mean,BVP_vg_degree_std,BVP_vg_degree_min,BVP_vg_degree_max,BVP_vg_degree_median,BVP_vg_degree_entropy,BVP_vg_clustering_mean,BVP_vg_transitivity,BVP_vg_avg_path_length,BVP_vg_diameter,BVP_vg_betweenness_mean,BVP_vg_betweenness_std,BVP_vg_closeness_mean,BVP_vg_closeness_std
22,BASELINE,0,0,20,20,10,5.0,2.0,159.0,0.05031645569620253,3.975,3.677550135620179,1.0,29.0,3.0,5.983309230579298,0.6188538382960289,0.2869822485207101,5.0373417721518985,16.0,0.051760791950665366,0.1341578724211056,0.21444730409185864,0.04855077323168115,401.0,0.1268987341772152,10.025,7.274914088839814,2.0,35.0,8.5,5.960370551080349,0.7073809059306884,0.5057531380753139,3.4683544303797467,8.0,0.03164556962025317,0.07239992751870342,0.30753317175572203,0.07103982133878842,1402.0,0.03125975473801561,9.346666666666666,6.755725144070193,1.0,48.0,7.0,7.931651149943383,0.7041674799576099,0.46420099202070303,3.6373021181716836,10.0,0.008850007107958675,0.02706727268122477,0.28451481098678927,0.050805832632434655
22,BASELINE,1,10,30,20,10,5.0,2.0,171.0,0.05411392405063291,4.275,4.195160902754506,2.0,33.0,3.0,5.951787481630934,0.6869548711092829,0.26582278481012656,3.5968354430379748,7.0,0.033292762090230445,0.12143171009756366,0.2880638558071586,0.05376151917147117,486.0,0.15379746835443037,12.15,10.541702898488461,1.0,44.0,9.0,5.8020956963563375,0.7107863767599051,0.4984793187347932,2.3781645569620253,5.0,0.017668776371308016,0.03770633021990249,0.4380175513638404,0.08720407836140256,1357.0,0.030256410256410255,9.046666666666667,6.086418395812835,1.0,50.0,7.0,7.964574931604391,0.690978680023111,0.4712308812818645,3.8766778149386845,9.0,0.009653281258183518,0.03762925472288409,0.2653720063420275,0.04540766939465795
22,BASELINE,2,20,40,20,10,5.0,2.0,201.0,0.06360759493670887,5.025,4.574316888891717,2.0,22.0,4.0,5.938400666482263,0.7354928185849239,0.318955042527339,3.792405063291139,7.0,0.035800064913988974,0.11903705718145992,0.2719698201447459,0.047462774154245456,226.0,0.07151898734177216,5.65,3.612824379900025,1.0,20.0,5.0,6.0531565463074255,0.7346818021160126,0.47870311506675145,3.3860759493670884,7.0,0.030590717299578053,0.08218420888251614,0.30431549602592967,0.05384531605404304,1162.0,0.025908584169453734,7.746666666666667,4.249998692810257,2.0,30.0,7.0,8.043099609706509,0.6844999968919272,0.5027964735993933,4.958751393534002,15.0,0.013284400649442958,0.04902344729534419,0.21042847832156492,0.04044498313585578
22,BASELINE,3,30,50,20,10,5.0,2.0,216.0,0.06835443037974684,5.4,5.789214109013416,2.0,35.0,4.0,5.8495632954065435,0.7385573360040906,0.2802269751200349,2.7699367088607594,6.0,0.022691496267445637,0.07116183115729649,0.3739134427477533,0.0670832650243848,373.0,0.11803797468354431,9.325,8.253446249900705,2.0,62.0,8.0,5.939531868577578,0.7773813131345405,0.4111492281303602,2.2050632911392407,4.0,0.015449529373580007,0.07346049701739103,0.46471879293599433,0.07238081831940778,1288.0,0.028717948717948718,8.586666666666666,5.243645890239178,1.0,39.0,7.0,8.012745004802229,0.6899591836292541,0.4786269430051813,4.181092530657748,9.0,0.01067480714985821,0.03878199238096059,0.24658702481836614,0.04366434754513623
22,BASELINE,4,40,60,20,10,5.0,2.0,180.0,0.056962025316455694,4.5,3.6742346141747673,2.0,23.0,3.0,6.011604828864124,0.6748357275352412,0.3384615384615385,4.190822784810127,11.0,0.040907984420642654,0.10897210062103456,0.2586924829807094,0.059039051950708396,401.0,0.1268987341772152,10.025,8.261317994121761,2.0,45.0,8.0,5.944508679893906,0.7561872548726433,0.4583398960466215,2.2734177215189875,5.0,0.0163258682246024,0.05448011460181518,0.45150739908335524,0.07375831487450651,1232.0,0.027469342251950947,8.213333333333333,4.680579261397272,1.0,32.0,7.0,8.02673540911514,0.6582151658579737,0.49092253347572495,4.334492753623189,13.0,0.011189572998735528,0.04089137172634789,0.23847498232780998,0.04246103063293869
22,BASELINE,5,50,70,20,10,5.0,2.0,205.0,0.06487341772151899,5.125,4.154440395528621,1.0,23.0,4.0,6.000016028092904,0.7372046460217816,0.3515625,3.2212025316455697,5.0,0.028476955533917565,0.10361025824543389,0.3170659219664001,0.04887757988733486,281.0,0.0889240506329114,7.025,4.855344992891855,2.0,31.0,6.0,6.030767880408876,0.7608295487996253,0.48141122913505313,2.800632911392405,5.0,0.023085037325543657,0.07137523864915947,0.36502866996567773,0.056224055519430036,1051.0,0.023433667781493868,7.006666666666667,3.46698075500219,2.0,28.0,6.0,8.08011737606477,0.6919846801157543,0.5134302612124199,4.699799331103679,10.0,0.012415433996992213,0.04335534242552923,0.21872162139286383,0.03759500268801183
22,BASELINE,6,60,80,20,10,5.0,2.0,203.0,0.06424050632911392,5.075,4.641591860558186,1.0,26.0,4.0,5.935336434339273,0.7250926000010669,0.31261101243339257,3.0667721518987343,5.0,0.0264970788704966,0.10039858374117569,0.3324743367636076,0.04896930052470074,347.0,0.10981012658227848,8.675,8.203314878754808,1.0,57.0,6.0,5.883230934302537,0.7698865718564528,0.4134453781512605,2.366455696202532,5.0,0.017518662771827336,0.07563148776693948,0.4365362369518365,0.07534396583269898,1230.0,0.0274247491638796,8.2,7.078606265831337,2.0,81.0,7.0,7.932686149136724,0.6919819791694765,0.3639139995113609,3.692530657748049,9.0,0.00903533777767802,0.03470123330215217,0.2813071077107716,0.054853265212265925
22,BASELINE,7,70,90,20,10,5.0,2.0,242.0,0.07658227848101266,6.05,8.50132342638486,1.0,57.0,4.5,5.683941000799335,0.7786768912442108,0.20568927789934355,2.318987341772152,4.0,0.01691009412528401,0.07620825693842569,0.44252772891801956,0.07309524078396225,254.0,0.08037974683544304,6.35,4.053085244600711,1.0,21.0,5.0,6.07344228439505,0.7650928122445151,0.49404761904761907,3.043354430379747,6.0,0.026196851671535227,0.08122356574525738,0.33691318243371854,0.055848355496619734,1322.0,0.02947603121516165,8.813333333333333,7.16415770035498,2.0,76.0,7.0,7.92629792179998,0.69423093655339,0.40520301752828936,3.577591973244147,7.0,0.008649637494107873,0.03528293420292813,0.28886663760967024,0.053214405221062536
22,BASELINE,8,80,100,20,10,5.0,2.0,164.0,0.05189873417721519,4.1,5.264503775285948,1.0,45.0,3.0,5.845709257018397,0.6753488299140473,0.17439703153988867,2.600632911392405,4.0,0.02052093476144109,0.10879473045550445,0.39226662507683324,0.05854607453058256,256.0,0.0810126582278481,6.4,5.485435260760991,2.0,43.0,5.0,5.972120510207838,0.7761752678181372,0.38167053364269143,2.6224683544303797,5.0,0.020800876338851016,0.07949640742668623,0.3923761491604988,0.06779980497770595,1260.0,0.028093645484949834,8.4,7.227724399837061,2.0,77.0,6.0,7.895746523442376,0.7021905317788669,0.39458041958041956,3.7447714604236344,9.0,0.00921064248464307,0.03695373866655916,0.27733779071316594,0.05412674337485767
22,BASELINE,9,90,110,20,10,5.0,2.0,160.0,0.05063291139240506,4.0,3.9370039370059056,2.0,35.0,3.0,5.98970662184119,0.6535504201680672,0.26181818181818184,7.061075949367089,15.0,0.07770610191496266,0.17709769494029673,0.14544204465408644,0.022514738796676332,285.0,0.09018987341772151,7.125,6.941496596556106,2.0,43.0,5.0,5.837676257377286,0.7795069729079337,0.39531717941737,2.489240506329114,5.0,0.01909282700421941,0.052604846979722314,0.41396361349537064,0.07418155301105704,1043.0,0.023255295429208473,6.953333333333333,3.9112430533300047,1.0,31.0,6.0,8.039317737036402,0.6858951169477332,0.4833019755409219,4.533511705685619,12.0,0.011857421831159802,0.043472974569627475,0.2273994421730303,0.040150513291509315
