subject_id,emotion,window_id,window_start_sec,window_end_sec,window_size_sec,overlap_sec,label_valence,label_arousal,SKT_mean,SKT_std,SKT_max,SKT_median,SKT_range,SKT_entropy,SKT_kurtosis,SKT_skewness,SKT_deriv_mean,SKT_deriv_std,SKT_baseline_norm,EDA_mean,EDA_max,EDA_median,EDA_range,EDA_entropy,EDA_kurtosis,EDA_skewness,EDA_scr_count,EDA_scr_amplitude,PPG_mean,PPG_std,PPG_min,PPG_max,PPG_range,PPG_kurtosis,PPG_skewness,PPG_meanNN,PPG_sdnn,PPG_rmssd,PPG_pnn50
22,BASELINE,0,0,60,60,30,5.0,2.0,2.4868995751603507e-13,2.343656390202713,6.224729123185568,-0.09781701567952439,12.415603874528358,2.862181922042603,-0.18138368467597088,0.15641628326452972,0.026980252577949462,0.9505403421195544,-21.92688176250487,5.404154421739804e-07,2.36409854888916,-0.19313357770442963,3.8577375411987305,3.174826336193423,-0.5510954856872559,0.5882541537284851,7,0.3421315124663232,-0.4261807717716602,61.212791902754894,-452.52763895008377,354.0289167545425,806.5565557046262,4.719148760903599,-0.32889442090644905,748.2199367088608,157.70530881730838,227.8539947173493,55.69620253164557
22,BASELINE,1,30,90,60,30,5.0,2.0,5.447494307494102e-13,1.6016413157826346,4.332348433688082,-0.15249581546825652,7.720909782262453,3.009160548329861,0.20585164509197762,0.5153272812531343,0.01763194084879502,0.9493373760558353,-21.926881466445515,1.0808308843479608e-06,1.8507000207901,-0.06382060050964355,3.7221667766571045,3.2331073259077856,-1.166333794593811,0.006287987343966961,7,0.2456602156202484,0.04796768408423309,58.17285443536106,-356.61528943032215,296.44887994233306,653.0641693726552,3.1612117492338347,-0.5604695702812089,750.6009615384615,119.27436527488115,160.3658402502099,57.692307692307686
22,BASELINE,2,60,120,60,30,5.0,2.0,-7.697546304067752e-14,2.050135850199799,6.152227396457732,-0.3017028234904018,10.255868480231811,2.650456364122244,-0.175182114066057,0.3952833950966375,-0.020242326551314836,0.818015396613239,-21.926882088170263,6.039937261448358e-07,1.6021997928619385,0.021984392777085304,3.3440518379211426,3.247728804707341,-1.373596429824829,-0.0950256735086441,11,0.09236964094689416,0.013838050226173208,53.43700979217761,-356.6152894303219,296.4488799423325,653.0641693726544,4.252105599796493,-0.609739296219553,735.5617088607595,113.9653759720021,173.19026181301007,58.22784810126582
22,BASELINE,3,90,150,60,30,5.0,2.0,9.562720985438016e-13,1.7535692199472264,4.04779209143058,0.1902662803516364,7.989365368034385,3.056588653621085,-0.7591387918100199,-0.1753606137387412,0.005146647768735157,0.9667838949854785,-21.926881054923157,2.3365021206700476e-06,2.267744541168213,-0.14902406930923462,3.956286907196045,3.2244075890869084,-0.8980638980865479,0.3536825180053711,4,0.99499766772676,0.13175403662404453,48.33800497883771,-240.99858016066364,185.89007923136285,426.8886593920265,0.7685798640408326,-0.6501934144027084,741.495253164557,130.8668636240927,197.0634654497482,70.88607594936708
22,BASELINE,4,120,180,60,30,5.0,2.0,4.588921835117314e-13,1.5359484424281156,4.132315897455641,0.08196643179267937,7.60128984732944,3.0118576832851973,-0.30626139886048787,0.08370491911383496,-0.0028872163339801575,1.0061674293107965,-21.926881552302717,-4.132588742322696e-07,2.496624708175659,-0.01985643431544304,4.307147026062012,3.126829129865495,-0.7502548694610596,0.20697857439517975,6,0.4838624249505415,0.32132829776190175,58.08946752907279,-240.99858013909355,185.87491326126099,426.8734934003545,0.06331080359515528,-0.5132459664181699,716.0823170731708,143.34864288866387,215.05364676669475,71.95121951219512
22,BASELINE,5,150,210,60,30,5.0,2.0,-1.0835776720341528e-12,2.1132255302837915,4.829243921006565,0.14851392051724588,9.252084192193166,3.111760809789051,-0.6678446779688527,0.18839531768424356,0.016285190255431382,0.7526521968076118,-21.926883094773057,9.854634299699683e-07,1.8026678562164307,-0.21147646009922028,3.5820493698120117,3.2587191871104144,-1.2103947401046753,0.12692220509052277,40,0.05469340752302772,-0.035280551402066845,57.38948172319907,-191.35192992335595,234.94426762757527,426.2961975509312,0.2276865717695249,-0.3011087753082479,730.6640625,157.10296751681994,185.8860522111478,61.25000000000001
22,BASELINE,6,180,240,60,30,5.0,2.0,-2.398081733190338e-13,1.9292035171317816,4.009426215314704,0.05146562256648224,7.711831822027193,3.2052404241772967,-0.6707089327738367,0.011095423906563665,-0.018701738950190207,0.8180426789990687,-21.926882251003,-3.496805902614142e-07,1.72060227394104,-0.1902744472026825,3.2561211585998535,3.247454564100438,-1.3897374868392944,0.20339292287826538,38,0.05812795578375054,-0.05209526261702247,53.488828475399146,-256.36962414390604,251.72546869749436,508.0950928414004,2.393287188162204,-0.20564197108332893,719.9074074074074,144.79026153394932,193.55458895683668,54.32098765432099
22,BASELINE,7,210,270,60,30,5.0,2.0,1.5395092608135505e-13,1.6077803598660654,3.4764405336446202,0.04281268879822164,8.8993918234884,2.7679706797215466,0.764324583148531,-0.4591516568709472,0.004738685966736824,0.9036913303181584,-21.926881857243885,-1.3351440202313825e-06,1.8080737590789795,0.08099109679460526,3.521894693374634,3.21583726756875,-1.3402440547943115,-0.03905833512544632,36,0.06218398342793033,0.05505476445556011,51.03651723783177,-256.36962414390484,251.72546869749473,508.0950928413996,1.8169360124442022,-0.4501082130574157,711.7846385542168,122.55256978225148,173.23808162996167,40.963855421686745
22,BASELINE,8,240,300,60,30,5.0,2.0,-7.164639252247677e-13,1.2076418613648559,2.0082407063853225,0.16784040795521094,5.968933044538716,2.930628494022652,0.5742242397481765,-0.8179017368716425,0.006448915967977333,0.823236676474568,-21.926882727658978,-6.993611805228284e-07,1.9173088073730469,-0.04047788307070732,3.8036980628967285,3.2242818845393124,-1.0005601644515991,-0.09432415664196014,38,0.0744342239807692,-0.1878151370319268,47.203600839199865,-182.42457335198083,151.74557501471028,334.17014836669114,-0.22678898904809142,-0.6163607834748063,713.6671686746988,114.84857023169197,159.1574016692204,34.93975903614458
22,ANGER,0,0,60,60,30,2.0,8.0,3.7599553100638633e-13,1.4211110427182871,5.0677842028207465,-0.07293375912453826,8.13472453019557,2.6529336041478153,1.8306215507025732,0.9159860632514151,-0.003823549371328958,1.0745661592380602,-21.926881635199337,3.2107034257933265e-06,5.31430196762085,-0.03262019529938698,7.82942008972168,2.3455184394612507,3.7374415397644043,0.951573371887207,49,0.5414139234674831,0.05078367155832334,47.149128590884715,-173.82659232521453,224.68414669300654,398.5107390182211,0.6187249921278402,-0.24407185570079978,764.4074675324675,153.00424535437816,205.9675847564241,63.63636363636363
