model,subject_id,acc,f1,precision,recall
Random Forest,45,0.7272727272727273,0.8235294117647058,0.7,1.0
Random Forest,46,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
Random Forest,47,0.45454545454545453,0.625,0.5,0.8333333333333334
Random Forest,48,0.5,0.6666666666666666,1.0,0.5
Random Forest,49,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
Random Forest,50,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
Random Forest,51,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
Random Forest,52,0.5454545454545454,0.6666666666666666,0.625,0.7142857142857143
Random Forest,53,0.36363636363636365,0.5333333333333333,0.36363636363636365,1.0
Random Forest,54,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
Random Forest,55,0.9090909090909091,0.9473684210526315,0.9,1.0
Random Forest,56,0.8181818181818182,0.8888888888888888,0.8,1.0
Random Forest,57,0.6363636363636364,0.7142857142857143,0.625,0.8333333333333334
Random Forest,58,0.45454545454545453,0.625,0.5,0.8333333333333334
Random Forest,59,0.7272727272727273,0.8235294117647058,0.7,1.0
Random Forest,60,0.45454545454545453,0.625,0.5555555555555556,0.7142857142857143
Random Forest,61,0.9090909090909091,0.9523809523809523,0.9090909090909091,1.0
Random Forest,62,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
Random Forest,63,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
Random Forest,64,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
KNN,22,0.45454545454545453,0.5714285714285714,0.5,0.6666666666666666
KNN,23,0.5454545454545454,0.6153846153846154,0.5714285714285714,0.6666666666666666
KNN,24,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
KNN,25,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
KNN,26,0.6363636363636364,0.7777777777777778,0.7777777777777778,0.7777777777777778
KNN,27,0.7272727272727273,0.8235294117647058,0.7777777777777778,0.875
KNN,28,0.7272727272727273,0.8235294117647058,0.7,1.0
KNN,29,0.45454545454545453,0.625,0.5,0.8333333333333334
KNN,30,0.2727272727272727,0.42857142857142855,0.3,0.75
KNN,31,0.36363636363636365,0.5333333333333333,0.5,0.5714285714285714
KNN,32,0.6363636363636364,0.75,0.6,1.0
KNN,33,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
KNN,34,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
KNN,35,0.6363636363636364,0.7777777777777778,0.7777777777777778,0.7777777777777778
KNN,36,0.18181818181818182,0.3076923076923077,0.4,0.25
KNN,37,0.6,0.75,0.6,1.0
KNN,38,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
KNN,39,0.6363636363636364,0.75,0.8571428571428571,0.6666666666666666
KNN,40,0.6363636363636364,0.7777777777777778,1.0,0.6363636363636364
KNN,41,0.7272727272727273,0.8421052631578947,0.8,0.8888888888888888
KNN,42,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
KNN,43,0.45454545454545453,0.625,0.5,0.8333333333333334
KNN,44,0.8181818181818182,0.9,0.8181818181818182,1.0
KNN,45,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
KNN,46,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
KNN,47,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
KNN,48,1.0,1.0,1.0,1.0
KNN,49,0.45454545454545453,0.5714285714285714,0.5714285714285714,0.5714285714285714
KNN,50,0.45454545454545453,0.5714285714285714,0.5714285714285714,0.5714285714285714
KNN,51,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
KNN,52,0.45454545454545453,0.625,0.5555555555555556,0.7142857142857143
KNN,53,0.5454545454545454,0.6153846153846154,0.4444444444444444,1.0
KNN,54,0.36363636363636365,0.5333333333333333,0.5,0.5714285714285714
KNN,55,0.8181818181818182,0.9,0.8181818181818182,1.0
KNN,56,0.6363636363636364,0.7777777777777778,0.7,0.875
KNN,57,0.45454545454545453,0.625,0.5,0.8333333333333334
KNN,58,0.7272727272727273,0.7692307692307693,0.7142857142857143,0.8333333333333334
KNN,59,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
KNN,60,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
KNN,61,0.9090909090909091,0.9523809523809523,0.9090909090909091,1.0
KNN,62,0.6363636363636364,0.75,0.6666666666666666,0.8571428571428571
KNN,63,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
KNN,64,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,22,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,23,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,24,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,25,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,26,0.7272727272727273,0.8421052631578947,0.8,0.8888888888888888
XGBoost,27,0.5454545454545454,0.7058823529411765,0.6666666666666666,0.75
XGBoost,28,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,29,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,30,0.36363636363636365,0.5333333333333333,0.36363636363636365,1.0
XGBoost,31,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
XGBoost,32,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,33,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,34,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,35,0.8181818181818182,0.9,0.8181818181818182,1.0
XGBoost,36,0.36363636363636365,0.5333333333333333,0.5714285714285714,0.5
XGBoost,37,0.6,0.75,0.6,1.0
XGBoost,38,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,39,0.7272727272727273,0.8421052631578947,0.8,0.8888888888888888
XGBoost,40,1.0,1.0,1.0,1.0
XGBoost,41,0.8181818181818182,0.9,0.8181818181818182,1.0
XGBoost,42,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,43,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,44,0.8181818181818182,0.9,0.8181818181818182,1.0
XGBoost,45,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,46,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,47,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,48,1.0,1.0,1.0,1.0
XGBoost,49,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,50,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,51,0.5454545454545454,0.7058823529411765,0.6,0.8571428571428571
XGBoost,52,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,53,0.36363636363636365,0.5333333333333333,0.36363636363636365,1.0
XGBoost,54,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,55,0.9090909090909091,0.9473684210526315,0.9,1.0
XGBoost,56,0.6363636363636364,0.7777777777777778,0.7,0.875
XGBoost,57,0.5454545454545454,0.7058823529411765,0.5454545454545454,1.0
XGBoost,58,0.5454545454545454,0.6666666666666666,0.5555555555555556,0.8333333333333334
XGBoost,59,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,60,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,61,0.9090909090909091,0.9523809523809523,0.9090909090909091,1.0
XGBoost,62,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,63,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
XGBoost,64,0.6363636363636364,0.7777777777777778,0.6363636363636364,1.0
